iter	Logloss
141	0.4546642868
142	0.4542396604
143	0.4538317717
144	0.4532986454
145	0.4525813481
146	0.4520638084
147	0.4516678329
148	0.4512378102
149	0.4505124684
150	0.4500169037
151	0.4496712281
152	0.4492930373
153	0.4487652049
154	0.4483737203
155	0.4478376321
156	0.4475666886
157	0.4473284763
158	0.4468795243
159	0.446600171
160	0.4463309992
161	0.4460338666
162	0.4454215297
163	0.4450245197
164	0.4443138508
165	0.4438841687
166	0.4436012172
167	0.443060524
168	0.4425358238
169	0.4421776675
170	0.44194815
171	0.4417624367
172	0.4415623496
173	0.4411890545
174	0.4409633932
175	0.4404341066
176	0.4401749391
177	0.4398427983
178	0.4396321674
179	0.4391251457
180	0.4386404767
181	0.4382772548
182	0.437970252
183	0.4374772436
184	0.4371768536
185	0.4367788932
186	0.4364497898
187	0.4361685628
188	0.4358388572
189	0.4353640874
190	0.4347825988
191	0.434437659
192	0.4341597497
193	0.4340148822
194	0.4336417252
195	0.4333161699
196	0.4330353204
197	0.4327745892
198	0.432389489
199	0.432177698
200	0.4317113319
201	0.4311584876
202	0.4307623909
203	0.4303438338
204	0.4298240836
205	0.4294953513
206	0.4289891743
207	0.4286340931
208	0.4283918737
209	0.4278700503
210	0.427408632
211	0.4270850908
212	0.4266662558
213	0.4262030458
214	0.4257894796
215	0.4255121307
216	0.4250572137
217	0.424723312
218	0.4244871124
219	0.4241814224
220	0.4239586155
221	0.4237332617
222	0.4234014653
223	0.4229271637
224	0.4225164206
225	0.4223321218
226	0.4218385095
227	0.4213116115
228	0.4211524177
229	0.4206593901
230	0.4201882093
231	0.4198370191
232	0.4193045019
233	0.419031058
234	0.4187553923
235	0.4186314685
236	0.4184225358
237	0.4181893124
238	0.4178826607
239	0.4174551751
240	0.4171865053
241	0.4168800766
242	0.4165971549
243	0.416142519
244	0.4158653977
245	0.4157268027
246	0.415391493
247	0.4149436283
248	0.4144236121
249	0.4142954027
250	0.413971975
251	0.4138054646
252	0.413463168
253	0.4131587563
254	0.412672429
255	0.4121279366
256	0.4116426388
257	0.4114636443
258	0.4111139908
259	0.4108201939
260	0.4101786333
261	0.4098102251
262	0.4094698729
263	0.4090352935
264	0.4088743253
265	0.4085863758
266	0.4081149563
267	0.4079000884
268	0.4074628521
269	0.4072326366
270	0.4068559067
271	0.4064760724
272	0.4060538858
273	0.4058178162
274	0.4054256129
275	0.4050624177
276	0.4045455309
277	0.4041519215
278	0.4037054321
279	0.4033767955
280	0.4029648712
281	0.4023513594
282	0.4019966304
283	0.4017037422
284	0.401276872
285	0.4010483603
286	0.4008215168
287	0.4003330865
288	0.4000408553
289	0.3995621321
290	0.3991426169
291	0.3985721498
292	0.3983514811
293	0.3981685238
294	0.3978836622
295	0.3975115991
296	0.3972592851
297	0.3970267776
298	0.3965956826
299	0.396198136
300	0.3957308741
301	0.3955558269
302	0.3949471754
303	0.394704641
304	0.3944617938
305	0.3942456691
306	0.3937131926
307	0.3932886082
308	0.3928995585
309	0.3925042707
310	0.3922628328
311	0.3920296269
312	0.3917870649
313	0.3915901796
314	0.3911886341
315	0.3907898481
316	0.3905626765
317	0.3903790268
318	0.3902967936
319	0.3899867574
320	0.3896091979
321	0.3893838674
322	0.3891765569
323	0.3890882681
324	0.3887317254
325	0.388344529
326	0.3881207784
327	0.387619085
328	0.3872402704
329	0.3868256636
330	0.3865679067
331	0.3861174479
332	0.3858404723
333	0.3856899745
334	0.3855100916
335	0.3852779168
336	0.3849723601
337	0.3845653485
338	0.3843016475
339	0.3840890728
340	0.3838635892
341	0.3835348253
342	0.3831936659
343	0.3828554022
344	0.3825075897
345	0.3823273635
346	0.3820696291
347	0.381489304
348	0.3811237461
349	0.3809548508
350	0.3806483413
351	0.380080722
352	0.3796842426
353	0.3794866963
354	0.3791611383
355	0.3788705743
356	0.3786222461
357	0.3783028876
358	0.3778632882
359	0.3776966023
360	0.3771993176
361	0.3768637986
362	0.3766254803
363	0.3763656083
364	0.3760498705
365	0.3757348157
366	0.375332022
367	0.3751695227
368	0.3749288747
369	0.3743552382
370	0.3739990129
371	0.3737376776
372	0.373411723
373	0.3731152074
374	0.3728641108
375	0.3724571771
376	0.3723272009
377	0.3720122271
378	0.3718633214
379	0.3714585028
380	0.3710879673
381	0.3707014203
382	0.3703019709
383	0.3699101169
384	0.3696963026
385	0.369355808
386	0.369016382
387	0.3686882862
388	0.3684167106
389	0.3682244156
390	0.3678680071
391	0.3675929456
392	0.3672914686
393	0.3670018234
394	0.3666133314
395	0.3660479708
396	0.3654313695
397	0.3651844718
398	0.3649721777
399	0.3646834137
400	0.3643080131
401	0.3638327691
402	0.3635086629
403	0.3632632438
404	0.3630553821
405	0.3627038786
406	0.3622236014
407	0.3615671689
408	0.3609083708
409	0.360521196
410	0.3601532156
411	0.3599348505
412	0.3596809755
413	0.3594212937
414	0.3590174919
415	0.3586152628
416	0.3582959623
417	0.3580746675
418	0.3579281942
419	0.3574256753
420	0.357038661
421	0.3568933189
422	0.3563990077
423	0.3558938503
424	0.3554655245
425	0.3550146886
426	0.3546102271
427	0.3543024433
428	0.3538478218
429	0.3535121557
430	0.3533182907
431	0.3529171187
432	0.3524714655
433	0.3519944362
434	0.351644375
435	0.35109523
436	0.3507118281
437	0.3505367045
438	0.3502470505
439	0.3496947778
440	0.3493488763
441	0.3491401389
442	0.3487222542
443	0.3484282092
444	0.3480359075
445	0.3474981521
446	0.3471546778
447	0.3466532015
448	0.3465257566
449	0.3461839915
450	0.3456108451
451	0.3451377584
452	0.3448232319
453	0.3444814736
454	0.3440442274
455	0.3438327072
456	0.3434954841
457	0.3431021048
458	0.342739149
459	0.3424146117
460	0.3420509628
461	0.3417503421
462	0.3413404153
463	0.341061758
464	0.3406373107
465	0.3403112685
466	0.3398674011
467	0.3393149824
468	0.339061462
469	0.3386227717
470	0.3383720168
471	0.3379546974
472	0.3377272954
473	0.3373361363
474	0.3370400757
475	0.3366418889
476	0.3363258081
477	0.3359425354
478	0.3356228951
479	0.3354172472
480	0.3351441749
481	0.3347395935
482	0.3341833051
483	0.3337040939
484	0.3332348056
485	0.332936844
486	0.3325167565
487	0.3320373061
488	0.3315792202
489	0.3312670022
490	0.3308711858
491	0.3304124776
492	0.3301050784
493	0.3295940398
494	0.3291530169
495	0.3287854388
496	0.3284535268
497	0.3279457544
498	0.3275435838
499	0.3271040505
500	0.3267370976
501	0.3263856671
502	0.3260651198
503	0.3256202163
504	0.3253306845
505	0.3249562489
506	0.3245528009
507	0.3242052995
508	0.3238099791
509	0.3237646357
510	0.3235080907
511	0.3234552362
512	0.322932566
513	0.3227149639
514	0.3222651081
515	0.3218741857
516	0.3215571892
517	0.3212641309
518	0.3212166222
519	0.3207564332
520	0.3203568826
521	0.3201853775
522	0.3198820668
523	0.319513751
524	0.3190302682
525	0.3186326582
526	0.3182804312
527	0.3178715038
528	0.3174066038
529	0.3169677563
530	0.3165855525
531	0.3162427983
532	0.3158510643
533	0.3155220935
534	0.3151884767
535	0.3147850747
536	0.3143916554
537	0.3139750843
538	0.3136210158
539	0.3132221897
540	0.312981065
541	0.3126518972
542	0.3122929711
543	0.3120407831
544	0.3119014817
545	0.3115351257
546	0.311296726
547	0.3108956973
548	0.3106199444
549	0.3102684171
550	0.3100287483
551	0.3096643624
552	0.3092311365
553	0.3091405611
554	0.3088205674
555	0.308370027
556	0.3078849917
557	0.3074688691
558	0.3074125881
559	0.3071310331
560	0.3069827045
561	0.3067062697
562	0.306446732
563	0.3060180842
564	0.3056712403
565	0.3053975688
566	0.3050844256
567	0.3047769488
568	0.3044946457
569	0.3040251182
570	0.3038028313
571	0.3032430187
572	0.3029068822
573	0.3025009111
574	0.3020610788
575	0.3020266019
576	0.3017394581
577	0.3014967921
578	0.3014579847
579	0.3013620164
580	0.3008767909
581	0.3004552877
582	0.300102685
583	0.2997771124
584	0.2997444926
585	0.2993957426
586	0.2989759967
587	0.2987769772
588	0.2983578077
589	0.29810578
590	0.2977581488
591	0.2974007406
592	0.2972985406
593	0.2969105156
594	0.2966489912
595	0.2962887569
596	0.2960144201
597	0.2956650254
598	0.2951680888
599	0.2949592913
600	0.2946133114
601	0.2943506383
602	0.2939905017
603	0.293657531
604	0.2933092322
605	0.2929371752
606	0.2927141765
607	0.2923703992
608	0.2921365228
609	0.2918332699
610	0.2914917536
611	0.2912342837
612	0.2910339041
613	0.2907165621
614	0.2904150731
615	0.2900251339
616	0.2897191468
617	0.2892662034
618	0.2889061386
619	0.2887516738
620	0.2882140451
621	0.2879044346
622	0.2874444939
623	0.2871144341
624	0.2867939992
625	0.2864481299
626	0.286106434
627	0.2860773542
628	0.285730717
629	0.2854260469
630	0.2853905937
631	0.2850006279
632	0.2845651959
633	0.284226714
634	0.2838527853
635	0.2836362187
636	0.2836040216
637	0.283571829
638	0.2832829369
639	0.2832657461
640	0.283054365
641	0.282705139
642	0.2822857683
643	0.2818780434
644	0.2817297296
645	0.281479099
646	0.2814591702
647	0.2812888784
648	0.2809251949
649	0.2806129566
650	0.2802903572
651	0.2800067828
652	0.2796983741
653	0.2793485479
654	0.278961757
655	0.2786648793
656	0.2784020443
657	0.2780738364
658	0.2777463354
659	0.2774394235
660	0.2771940049
661	0.276840101
662	0.2764038649
663	0.2760024726
664	0.2759727507
665	0.2756488053
666	0.2753251671
667	0.2750295332
668	0.2747340809
669	0.2744226971
670	0.2742067821
671	0.273848228
672	0.273585201
673	0.2732463285
674	0.2728497696
675	0.2726642411
676	0.2724325116
677	0.2720358185
678	0.271765348
679	0.2714935271
680	0.2711797263
681	0.2708535142
682	0.2707075335
683	0.2704560667
684	0.2703534408
685	0.2699623637
686	0.269683574
687	0.2694404926
688	0.2690935637
689	0.2688722503
690	0.2685195537
691	0.2681118863
692	0.267941672
693	0.2676847594
694	0.2675122301
695	0.2672564689
696	0.2672310722
697	0.2670820488
698	0.2667868863
699	0.2665451235
700	0.2662628477
701	0.2658759406
702	0.2658592369
703	0.2656013476
704	0.2651817408
705	0.2649483724
706	0.2645823909
707	0.2643619994
708	0.2640537576
709	0.2638012248
710	0.2634511425
711	0.2633138451
712	0.2632161648
713	0.2629688829
714	0.2627020244
715	0.2626046185
716	0.2622239145
717	0.2619556577
718	0.2616349746
719	0.261379529
720	0.2613527974
721	0.2610125578
722	0.2609826075
723	0.2605255732
724	0.2603474987
725	0.2601399679
726	0.2598507969
727	0.2595123991
728	0.2592816647
729	0.2590453422
730	0.2586731379
731	0.258458076
732	0.2584294058
733	0.2580604895
734	0.2578358196
735	0.2575202554
736	0.2573559121
737	0.2570704363
738	0.2567694435
739	0.2567487023
740	0.2564840703
741	0.2562082434
742	0.2559029395
743	0.2556450382
744	0.2553850745
745	0.2551053398
746	0.2549697118
747	0.254667036
748	0.2544272383
749	0.2541290016
750	0.2538037605
751	0.2536118307
752	0.2534105062
753	0.2531236492
754	0.2529390012
755	0.2527128681
756	0.2524127785
757	0.2522159943
758	0.2518957249
759	0.251566337
760	0.2513803598
761	0.2511259538
762	0.2507956987
763	0.2506301596
764	0.2505798001
765	0.2503751609
766	0.2500948851
767	0.2499648755
768	0.2499438327
769	0.2497342297
770	0.2494673127
771	0.2493060627
772	0.2490188626
773	0.248831602
774	0.2485910856
775	0.2483022272
776	0.2482827943
777	0.248044448
778	0.247827147
779	0.2475893205
780	0.2472947525
781	0.2470903764
782	0.2466820609
783	0.2464664988
784	0.2461210662
785	0.2459006758
786	0.2456321911
787	0.2453195315
788	0.2450983709
789	0.2448965823
790	0.2446546657
791	0.2443796303
792	0.2440746309
793	0.2439319229
794	0.2435600422
795	0.243384543
796	0.2432442003
797	0.2432266934
798	0.2429201838
799	0.2427889341
800	0.2426492478
801	0.242320537
802	0.241982288
803	0.2417255391
804	0.2414672955
805	0.2411412427
806	0.2409594594
807	0.2409385564
808	0.2408139081
809	0.2406416479
810	0.2405058485
811	0.2402825015
812	0.2400617676
813	0.2398496786
814	0.2396757721
815	0.2393395653
816	0.2391125117
817	0.2387446893
818	0.2385042654
819	0.2382976803
820	0.2382846818
821	0.2379745006
822	0.2376672784
823	0.2374808896
824	0.237233879
825	0.2370005485
826	0.236911628
827	0.236717437
828	0.2363553863
829	0.236139126
830	0.236068691
831	0.2357991968
832	0.2354627235
833	0.2351844621
834	0.2350549574
835	0.2349370037
836	0.2346028298
837	0.2344031372
838	0.2341440061
839	0.2341298111
840	0.2338557622
841	0.2336835451
842	0.2334229328
843	0.2331005472
844	0.2328140428
845	0.232569047
846	0.2323436427
847	0.2323306782
848	0.2321712851
849	0.2319869488
850	0.2316684445
851	0.2315131098
852	0.2313503272
853	0.2311410244
854	0.2309416131
855	0.2306695482
856	0.2304838245
857	0.2304712597
858	0.2302132139
859	0.22998261
860	0.2296854891
861	0.2294761984
862	0.2293333909
863	0.229105363
864	0.2287622489
865	0.228473112
866	0.2282022337
867	0.2278727914
868	0.227606707
869	0.2273892955
870	0.2270595024
871	0.2268453319
872	0.2267804522
873	0.2267107448
874	0.2264881654
875	0.2264592565
876	0.226440226
877	0.2262193481
878	0.2260532506
879	0.2257984722
880	0.2255235367
881	0.2252688243
882	0.2250248915
883	0.2248723499
884	0.2245184677
885	0.2243266963
886	0.2241093647
887	0.2237687504
888	0.2236305446
889	0.2232295979
890	0.2230670771
891	0.2228318355
892	0.2227145068
893	0.2225490413
894	0.2225307577
895	0.2224201947
896	0.2221637174
897	0.222007128
898	0.2218444985
899	0.2217104827
900	0.2214307136
901	0.2211945641
902	0.2209510968
903	0.2207209524
904	0.2204460776
905	0.2201769713
906	0.2201650459
907	0.2198965826
908	0.219710434
909	0.2194744229
910	0.2192949494
911	0.2191098813
912	0.2190040032
913	0.2188316932
914	0.2185692669
915	0.2183274623
916	0.2181207497
917	0.2178498147
918	0.2175495937
919	0.217252818
920	0.2171205633
921	0.2169148271
922	0.2167329984
923	0.2165469479
924	0.2164504507
925	0.2161849406
926	0.2159656657
927	0.2157903639
928	0.2156680961
929	0.2154773158
930	0.2152327377
931	0.215049679
932	0.2148912903
933	0.2146941335
934	0.2143764874
935	0.2143629937
936	0.2141587052
937	0.2139124516
938	0.2136418597
939	0.2135198994
940	0.213411448
941	0.2131500492
942	0.2128517646
943	0.2126968156
944	0.2124230336
945	0.212358438
946	0.212149793
947	0.2121388283
948	0.2121242241
949	0.2119742273
950	0.2118410135
951	0.2116587557
952	0.211381851
953	0.2110628149
954	0.2108586699
955	0.2106555658
956	0.2103645591
957	0.2102521008
958	0.2100109657
959	0.209990667
960	0.209802215
961	0.2095620943
962	0.209394645
963	0.2093807528
964	0.2091476758
965	0.2089684209
966	0.208802946
967	0.2086493812
968	0.2083803883
969	0.2080784114
970	0.2076989545
971	0.2074112242
972	0.2071863152
973	0.207036315
974	0.2068351729
975	0.2065895857
976	0.2063521366
977	0.2062125084
978	0.2059155108
979	0.2057110797
980	0.205490071
981	0.2053236813
982	0.2051475914
983	0.2048688319
984	0.2046363179
985	0.2044337847
986	0.2042557661
987	0.2040811508
988	0.2038240964
989	0.2038067947
990	0.203598647
991	0.2035371755
992	0.203385379
993	0.2031076689
994	0.2029236956
995	0.2027741097
996	0.202640125
997	0.2023968924
998	0.2023555529
999	0.2021582067
